id,Status,Created date (UTC),Amount,Currency,Description
ch_0003250,Paid,2023-05-21 15:53:35,195.81,aud,Subscription update
ch_0003251,Paid,2023-05-21 18:24:44,351.55,aud,Subscription update
ch_0003252,Paid,2023-05-21 19:32:08,202.27,aud,Subscription update
ch_0003253,Paid,2023-05-22 11:11:45,202.79,aud,Subscription update
ch_0003254,Paid,2023-05-22 12:02:19,200.06,aud,Subscription update
ch_0003255,Paid,2023-05-22 20:49:07,317.33,aud,IV League - Booking
ch_0003256,Paid,2023-05-23 06:16:13,198.26,aud,Subscription update
ch_0003257,Paid,2023-05-23 09:31:33,345.75,aud,Subscription update
ch_0003258,Paid,2023-05-23 10:08:20,194.59,aud,Subscription update
ch_0003259,Paid,2023-05-23 10:31:26,567.36,aud,Initial consultation
ch_0003260,Paid,2023-05-23 11:59:57,201.16,aud,Subscription creation
ch_0003261,Paid,2023-05-23 12:32:00,351.44,aud,Subscription creation
ch_0003262,Paid,2023-05-23 14:23:53,594.06,aud,Subscription update
ch_0003263,Paid,2023-05-23 18:56:29,349.66,aud,Subscription update
ch_0003264,Paid,2023-05-23 19:21:09,201.3,aud,Subscription update
ch_0003265,Paid,2023-05-24 09:36:30,197.37,aud,Subscription update
ch_0003266,Paid,2023-05-24 10:17:39,264.95,aud,IV League - Booking
ch_0003267,Paid,2023-05-24 11:15:35,202.99,aud,Subscription update
ch_0003268,Paid,2023-05-24 11:32:09,192.66,aud,Subscription update
ch_0003269,Paid,2023-05-24 15:28:46,198.56,aud,Subscription update
ch_0003270,Paid,2023-05-25 07:43:23,198.92,aud,Subscription update
ch_0003271,Paid,2023-05-25 08:23:54,190.99,aud,Subscription update
ch_0003272,Paid,2023-05-25 10:20:19,203.77,aud,Subscription update
ch_0003273,Paid,2023-05-25 11:01:42,198.54,aud,Subscription update
ch_0003274,Paid,2023-05-25 12:57:58,194.13,aud,Subscription update
ch_0003275,Paid,2023-05-26 12:52:33,201.5,aud,Subscription update
ch_0003276,Paid,2023-05-26 13:33:43,196.85,aud,Subscription update
ch_0003277,Paid,2023-05-27 08:36:19,585.93,aud,Subscription update
ch_0003278,Paid,2023-05-27 08:58:53,202.35,aud,Subscription update
ch_0003279,Paid,2023-05-27 09:37:53,598.38,aud,Subscription update
ch_0003280,Paid,2023-05-27 10:36:06,347.17,aud,Subscription update
ch_0003281,Paid,2023-05-27 10:38:01,204.71,aud,Subscription creation
ch_0003282,Paid,2023-05-27 12:04:08,195.23,aud,Subscription update
ch_0003283,Paid,2023-05-27 13:17:53,350.38,aud,Subscription update
ch_0003284,Paid,2023-05-27 14:53:26,352.38,aud,Subscription update
ch_0003285,Paid,2023-05-27 19:22:39,201.74,aud,Subscription update
ch_0003286,Paid,2023-05-27 20:02:47,361.22,aud,Subscription update
ch_0003287,Paid,2023-05-28 08:03:25,194.96,aud,Subscription update
ch_0003288,Paid,2023-05-28 08:23:34,346.68,aud,Subscription update
ch_0003289,Paid,2023-05-28 09:53:07,353.85,aud,Subscription update
ch_0003290,Paid,2023-05-28 10:29:36,339.99,aud,Subscription update
ch_0003291,Paid,2023-05-28 10:37:04,600.32,aud,Subscription update
ch_0003292,Paid,2023-05-28 11:11:02,587.35,aud,Subscription update
ch_0003293,Paid,2023-05-28 12:54:38,305.81,aud,IV League - Booking
ch_0003294,Paid,2023-05-28 14:47:54,427.87,aud,IV League - Booking
ch_0003295,Paid,2023-05-29 07:29:20,355.56,aud,Subscription update
ch_0003296,Paid,2023-05-29 13:39:14,584.1,aud,Subscription update
ch_0003297,Paid,2023-05-29 14:13:41,361.43,aud,Subscription update
ch_0003298,Paid,2023-05-29 20:56:29,343.59,aud,Subscription update
ch_0003299,Paid,2023-05-30 06:00:50,203.16,aud,Subscription update
ch_0003300,Paid,2023-05-30 06:18:01,198.22,aud,Subscription update
ch_0003301,Paid,2023-05-30 06:27:35,351.86,aud,Subscription update
ch_0003302,Paid,2023-05-30 06:32:10,351.87,aud,Subscription update
ch_0003303,Paid,2023-05-30 07:51:05,200.59,aud,Subscription creation
ch_0003304,Paid,2023-05-30 08:29:47,197.12,aud,Subscription update
ch_0003305,Paid,2023-05-30 08:46:51,259.47,aud,IV League - Booking
ch_0003306,Paid,2023-05-30 09:22:06,205.49,aud,Subscription update
ch_0003307,Paid,2023-05-30 12:36:08,598.73,aud,Subscription update
ch_0003308,Paid,2023-05-30 14:56:02,593.64,aud,Subscription update
ch_0003309,Paid,2023-05-30 17:13:33,200.81,aud,Subscription update
ch_0003310,Paid,2023-05-31 07:51:44,203.2,aud,Subscription update
ch_0003311,Paid,2023-05-31 09:50:29,607.4,aud,Subscription update
ch_0003312,Paid,2023-05-31 11:03:22,194.6,aud,Subscription update
ch_0003313,Paid,2023-06-01 08:23:35,200.35,aud,Subscription update
ch_0003314,Paid,2023-06-01 10:45:54,194.16,aud,Subscription update
ch_0003315,Paid,2023-06-01 12:26:43,194.36,aud,Subscription creation
ch_0003316,Paid,2023-06-01 13:42:33,608.06,aud,Subscription update
ch_0003317,Paid,2023-06-01 16:19:31,597.05,aud,Subscription update
ch_0003318,Paid,2023-06-01 16:22:59,198.63,aud,Subscription update
ch_0003319,Paid,2023-06-01 17:32:18,197.88,aud,Subscription update
ch_0003320,Paid,2023-06-02 12:33:36,338.34,aud,Subscription update
ch_0003321,Paid,2023-06-02 13:43:22,190.67,aud,Subscription update
ch_0003322,Paid,2023-06-02 14:01:40,196.73,aud,Subscription update
ch_0003323,Paid,2023-06-02 16:55:46,352.16,aud,Subscription creation
ch_0003324,Paid,2023-06-02 17:29:10,195.35,aud,Subscription update
ch_0003325,Paid,2023-06-02 19:20:43,201.14,aud,Subscription update
ch_0003326,Paid,2023-06-03 06:49:21,343.62,aud,Subscription creation
ch_0003327,Paid,2023-06-03 09:41:39,199.94,aud,Subscription creation
ch_0003328,Paid,2023-06-03 11:44:57,340.02,aud,Subscription creation
ch_0003329,Paid,2023-06-03 13:08:03,354.79,aud,Subscription update
ch_0003330,Paid,2023-06-03 13:37:40,355.41,aud,Subscription update
ch_0003331,Paid,2023-06-03 14:01:07,592.34,aud,Subscription creation
ch_0003332,Paid,2023-06-03 18:14:03,197.89,aud,Subscription update
ch_0003333,Paid,2023-06-03 18:27:22,343.7,aud,Subscription update
ch_0003334,Paid,2023-06-03 19:19:43,599.23,aud,Subscription update
ch_0003335,Paid,2023-06-03 20:50:00,166.79,aud,IV League - Booking
ch_0003336,Paid,2023-06-04 08:08:30,603.19,aud,Subscription update
ch_0003337,Paid,2023-06-04 08:22:14,197.31,aud,Subscription creation
ch_0003338,Paid,2023-06-04 14:18:29,194.04,aud,Subscription creation
ch_0003339,Paid,2023-06-04 15:12:15,340.5,aud,Subscription update
ch_0003340,Paid,2023-06-04 16:13:25,254.91,aud,IV League - Booking
ch_0003341,Paid,2023-06-04 17:02:26,333.41,aud,Subscription update
ch_0003342,Paid,2023-06-04 19:48:06,231.79,aud,IV League - Booking
ch_0003343,Paid,2023-06-05 08:08:33,601.45,aud,Subscription update
ch_0003344,Paid,2023-06-05 15:30:17,194.2,aud,Subscription update
ch_0003345,Paid,2023-06-05 15:34:21,351.17,aud,Subscription update
ch_0003346,Paid,2023-06-05 16:03:19,337.35,aud,Subscription update
ch_0003347,Paid,2023-06-05 16:09:58,201.37,aud,Subscription creation
ch_0003348,Paid,2023-06-05 18:13:34,194.08,aud,Subscription update
ch_0003349,Paid,2023-06-05 19:55:50,194.36,aud,Subscription update
ch_0003350,Paid,2023-06-06 07:35:28,589.57,aud,Subscription update
ch_0003351,Paid,2023-06-06 07:43:20,592.13,aud,Subscription creation
ch_0003352,Paid,2023-06-06 09:13:41,594.19,aud,Subscription update
ch_0003353,Paid,2023-06-06 10:16:26,198.33,aud,Subscription update
ch_0003354,Paid,2023-06-06 20:45:36,188.85,aud,IV League - Booking
ch_0003355,Paid,2023-06-07 10:25:10,203.29,aud,Subscription update
ch_0003356,Paid,2023-06-07 15:10:30,601.66,aud,Subscription update
ch_0003357,Paid,2023-06-07 18:25:34,307.64,aud,IV League - Booking
ch_0003358,Paid,2023-06-07 20:59:19,348.07,aud,Subscription update
ch_0003359,Paid,2023-06-08 16:23:17,353.32,aud,Subscription update
ch_0003360,Paid,2023-06-08 19:40:04,201.26,aud,Subscription update
ch_0003361,Paid,2023-06-09 06:56:09,338.96,aud,Subscription update
ch_0003362,Paid,2023-06-09 08:23:13,349.12,aud,Subscription creation
ch_0003363,Paid,2023-06-09 15:40:38,197.67,aud,Subscription update
ch_0003364,Paid,2023-06-09 16:11:26,196.13,aud,Subscription update
ch_0003365,Paid,2023-06-09 17:23:32,358.65,aud,Subscription update
ch_0003366,Paid,2023-06-09 17:42:41,613.37,aud,Subscription update
ch_0003367,Paid,2023-06-09 18:47:40,206.27,aud,Subscription update
ch_0003368,Paid,2023-06-10 07:52:32,199.67,aud,Subscription update
ch_0003369,Paid,2023-06-10 07:52:59,346.9,aud,Subscription update
ch_0003370,Paid,2023-06-10 12:26:58,934.15,aud,Invoice payment
ch_0003371,Paid,2023-06-10 13:56:43,342.27,aud,Subscription update
ch_0003372,Paid,2023-06-10 18:06:27,354.79,aud,Subscription update
ch_0003373,Paid,2023-06-10 19:38:41,200.48,aud,Subscription creation
ch_0003374,Paid,2023-06-11 06:56:33,199.15,aud,Subscription update
ch_0003375,Paid,2023-06-11 08:53:39,203.19,aud,Subscription update
ch_0003376,Paid,2023-06-11 09:43:40,201.57,aud,Subscription update
ch_0003377,Paid,2023-06-11 11:37:32,201.43,aud,Subscription update
ch_0003378,Paid,2023-06-11 15:00:17,206.72,aud,Subscription creation
ch_0003379,Paid,2023-06-11 16:40:27,610.88,aud,Subscription update
ch_0003380,Paid,2023-06-11 19:49:20,581.32,aud,Subscription update
ch_0003381,Paid,2023-06-12 12:49:51,341.41,aud,Subscription update
ch_0003382,Paid,2023-06-12 15:46:18,197.96,aud,Subscription update
ch_0003383,Paid,2023-06-12 18:09:30,198.6,aud,Subscription creation
ch_0003384,Paid,2023-06-13 06:06:10,200.54,aud,Subscription update
ch_0003385,Paid,2023-06-13 07:33:11,620.38,aud,Subscription update
ch_0003386,Paid,2023-06-13 07:52:40,596.41,aud,Subscription update
ch_0003387,Paid,2023-06-13 08:34:28,203.2,aud,Subscription update
ch_0003388,Paid,2023-06-14 06:06:05,598.67,aud,Subscription update
ch_0003389,Paid,2023-06-14 07:18:40,198.52,aud,Subscription update
ch_0003390,Paid,2023-06-14 10:27:43,201.34,aud,Subscription update
ch_0003391,Paid,2023-06-14 11:41:55,342.47,aud,Subscription update
ch_0003392,Paid,2023-06-14 13:44:52,194.68,aud,Subscription update
ch_0003393,Paid,2023-06-14 16:25:09,593.14,aud,Subscription update
ch_0003394,Paid,2023-06-14 16:37:14,352.97,aud,Subscription update
ch_0003395,Paid,2023-06-15 06:49:37,193.15,aud,Subscription update
ch_0003396,Failed,2023-06-15 09:38:05,349.0,aud,Subscription update
ch_0003397,Paid,2023-06-15 13:26:15,195.97,aud,Subscription update
ch_0003398,Paid,2023-06-15 15:42:02,198.56,aud,Subscription update
ch_0003399,Paid,2023-06-15 20:09:33,195.0,aud,Subscription update
ch_0003400,Paid,2023-06-16 13:00:16,201.44,aud,Subscription creation
ch_0003401,Paid,2023-06-16 16:16:27,196.05,aud,Subscription update
ch_0003402,Paid,2023-06-17 09:01:08,195.41,aud,Subscription update
ch_0003403,Paid,2023-06-17 13:34:04,205.95,aud,Subscription update
ch_0003404,Paid,2023-06-17 14:25:40,197.25,aud,Subscription update
ch_0003405,Paid,2023-06-17 15:02:45,354.37,aud,Subscription update
ch_0003406,Paid,2023-06-17 19:17:55,199.02,aud,Subscription update
ch_0003407,Paid,2023-06-18 07:31:49,603.33,aud,Subscription update
ch_0003408,Paid,2023-06-18 07:51:32,350.85,aud,Subscription update
ch_0003409,Paid,2023-06-18 09:28:34,543.15,aud,Package initiation
ch_0003410,Paid,2023-06-18 13:02:39,196.96,aud,Subscription update
ch_0003411,Paid,2023-06-18 15:03:36,591.04,aud,Subscription update
ch_0003412,Paid,2023-06-18 17:14:01,363.5,aud,Subscription update
ch_0003413,Paid,2023-06-18 20:04:44,201.79,aud,Subscription update
ch_0003414,Paid,2023-06-19 07:24:30,201.27,aud,Subscription update
ch_0003415,Paid,2023-06-19 08:47:49,199.37,aud,Subscription update
ch_0003416,Paid,2023-06-19 08:48:22,318.05,aud,IV League - Booking
ch_0003417,Paid,2023-06-19 09:24:51,201.85,aud,Subscription update
ch_0003418,Paid,2023-06-19 15:25:55,337.2,aud,Subscription update
ch_0003419,Paid,2023-06-19 15:44:33,588.38,aud,Subscription update
ch_0003420,Paid,2023-06-19 16:19:17,201.94,aud,Subscription update
ch_0003421,Paid,2023-06-20 08:46:10,350.67,aud,Subscription update
ch_0003422,Paid,2023-06-20 09:09:13,200.51,aud,Subscription update
ch_0003423,Paid,2023-06-20 13:44:38,333.94,aud,IV League - Booking
ch_0003424,Paid,2023-06-20 17:22:11,345.17,aud,Subscription creation
ch_0003425,Paid,2023-06-20 20:34:13,349.16,aud,Subscription update
ch_0003426,Paid,2023-06-20 20:43:03,202.19,aud,Subscription creation
ch_0003427,Paid,2023-06-21 08:09:20,194.95,aud,Subscription update
ch_0003428,Paid,2023-06-21 17:31:10,339.88,aud,Subscription update
ch_0003429,Paid,2023-06-21 18:30:18,192.21,aud,Subscription update
ch_0003430,Paid,2023-06-22 06:06:47,207.47,aud,Subscription update
ch_0003431,Paid,2023-06-22 06:13:14,203.85,aud,Subscription update
ch_0003432,Paid,2023-06-22 08:08:04,200.31,aud,Subscription update
ch_0003433,Paid,2023-06-22 12:50:34,201.62,aud,Subscription update
ch_0003434,Paid,2023-06-22 14:05:42,345.41,aud,Subscription creation
ch_0003435,Paid,2023-06-22 17:03:59,200.99,aud,Subscription update
ch_0003436,Paid,2023-06-22 18:35:35,351.26,aud,Subscription update
ch_0003437,Paid,2023-06-22 19:28:55,201.99,aud,Subscription update
ch_0003438,Paid,2023-06-23 08:32:05,204.46,aud,Subscription creation
ch_0003439,Paid,2023-06-23 10:17:03,196.82,aud,Subscription creation
ch_0003440,Paid,2023-06-23 17:33:15,198.13,aud,Subscription update
ch_0003441,Paid,2023-06-23 20:18:21,350.08,aud,Subscription update
ch_0003442,Paid,2023-06-24 07:04:38,604.92,aud,Subscription update
ch_0003443,Paid,2023-06-24 07:15:51,256.98,aud,IV League - Booking
ch_0003444,Paid,2023-06-24 13:34:43,347.09,aud,Subscription update
ch_0003445,Paid,2023-06-24 15:30:37,341.46,aud,Subscription update
ch_0003446,Paid,2023-06-24 15:32:03,606.81,aud,Subscription update
ch_0003447,Paid,2023-06-24 17:00:18,202.96,aud,Subscription update
ch_0003448,Paid,2023-06-24 17:54:47,2666.45,aud,Package initiation
ch_0003449,Paid,2023-06-24 18:20:03,589.54,aud,Subscription update
ch_0003450,Paid,2023-06-25 07:48:46,194.05,aud,Subscription update
ch_0003451,Paid,2023-06-25 08:21:48,199.26,aud,Subscription update
ch_0003452,Paid,2023-06-26 08:28:29,203.87,aud,Subscription update
ch_0003453,Paid,2023-06-26 09:50:33,346.49,aud,Subscription creation
ch_0003454,Paid,2023-06-26 10:22:33,593.65,aud,Subscription update
ch_0003455,Paid,2023-06-26 12:30:34,362.69,aud,Subscription update
ch_0003456,Paid,2023-06-26 14:31:43,194.05,aud,Subscription update
ch_0003457,Paid,2023-06-26 18:20:13,198.24,aud,Subscription update
ch_0003458,Paid,2023-06-26 20:57:19,575.2,aud,Subscription update
ch_0003459,Paid,2023-06-27 06:00:48,189.85,aud,IV League - Booking
ch_0003460,Paid,2023-06-27 06:40:46,198.15,aud,Subscription update
ch_0003461,Paid,2023-06-27 15:08:19,199.35,aud,Subscription update
ch_0003462,Paid,2023-06-27 16:55:21,201.13,aud,Subscription creation
ch_0003463,Paid,2023-06-28 06:15:42,203.27,aud,Subscription update
ch_0003464,Paid,2023-06-28 07:31:02,192.07,aud,Subscription update
ch_0003465,Paid,2023-06-28 07:49:22,350.59,aud,Subscription update
ch_0003466,Paid,2023-06-28 09:00:18,615.76,aud,Subscription update
ch_0003467,Paid,2023-06-28 11:28:21,604.6,aud,Subscription update
ch_0003468,Paid,2023-06-28 13:12:24,357.93,aud,Subscription update
ch_0003469,Paid,2023-06-28 13:15:38,584.69,aud,Subscription update
ch_0003470,Paid,2023-06-28 13:58:51,348.12,aud,Subscription update
ch_0003471,Paid,2023-06-29 10:32:29,198.74,aud,Subscription update
ch_0003472,Paid,2023-06-29 13:10:28,197.58,aud,Subscription update
ch_0003473,Paid,2023-06-29 15:58:50,203.24,aud,Subscription update
ch_0003474,Paid,2023-06-29 18:34:11,424.39,aud,IV League - Booking
ch_0003475,Paid,2023-06-29 20:18:34,203.69,aud,Subscription update
ch_0003476,Paid,2023-06-30 06:08:17,196.98,aud,Subscription update
ch_0003477,Paid,2023-06-30 10:02:36,201.12,aud,Subscription update
ch_0003478,Paid,2023-06-30 17:13:47,339.79,aud,Subscription update
ch_0003479,Paid,2023-06-30 17:28:23,354.48,aud,Subscription update
ch_0003480,Paid,2023-06-30 18:50:51,199.39,aud,Subscription update
ch_0003481,Paid,2023-07-01 07:52:42,201.61,aud,Subscription update
ch_0003482,Paid,2023-07-01 08:39:13,202.69,aud,Subscription update
ch_0003483,Paid,2023-07-01 09:05:48,196.96,aud,Subscription creation
ch_0003484,Paid,2023-07-01 09:39:15,203.02,aud,Subscription update
ch_0003485,Paid,2023-07-01 10:22:57,194.82,aud,Subscription update
ch_0003486,Paid,2023-07-01 13:23:43,195.88,aud,Subscription creation
ch_0003487,Paid,2023-07-01 13:55:40,346.29,aud,Subscription update
ch_0003488,Paid,2023-07-01 14:54:47,195.17,aud,Subscription update
ch_0003489,Paid,2023-07-01 20:09:41,200.86,aud,Subscription update
ch_0003490,Paid,2023-07-02 17:57:46,199.17,aud,Subscription update
ch_0003491,Paid,2023-07-02 20:41:00,201.42,aud,Subscription update
ch_0003492,Paid,2023-07-03 07:30:43,199.73,aud,Subscription update
ch_0003493,Paid,2023-07-03 08:11:52,201.11,aud,Subscription creation
ch_0003494,Paid,2023-07-03 11:15:13,347.98,aud,Subscription update
ch_0003495,Paid,2023-07-03 11:25:37,195.67,aud,Subscription creation
ch_0003496,Paid,2023-07-03 14:35:22,198.97,aud,Subscription update
ch_0003497,Paid,2023-07-03 15:53:56,201.62,aud,Subscription update
ch_0003498,Paid,2023-07-03 19:36:38,351.6,aud,Subscription update
ch_0003499,Paid,2023-07-03 20:23:45,331.03,aud,Subscription creation
ch_0003500,Paid,2023-07-04 09:56:30,182.0,aud,IV League - Booking
ch_0003501,Paid,2023-07-04 10:49:52,351.62,aud,Subscription update
ch_0003502,Paid,2023-07-04 13:05:24,201.38,aud,Subscription update
ch_0003503,Paid,2023-07-05 06:27:05,169.54,aud,IV League - Booking
ch_0003504,Paid,2023-07-05 09:24:43,343.95,aud,Subscription update
ch_0003505,Paid,2023-07-05 10:54:30,194.28,aud,Subscription update
ch_0003506,Paid,2023-07-05 11:50:00,202.1,aud,Subscription update
ch_0003507,Paid,2023-07-05 12:10:33,192.83,aud,Subscription update
ch_0003508,Paid,2023-07-05 12:28:48,210.37,aud,Subscription update
ch_0003509,Paid,2023-07-05 13:25:55,194.49,aud,Subscription update
ch_0003510,Paid,2023-07-05 16:32:32,207.0,aud,Subscription update
ch_0003511,Paid,2023-07-05 18:01:25,206.81,aud,Subscription update
ch_0003512,Paid,2023-07-06 06:10:11,355.88,aud,Subscription update
ch_0003513,Paid,2023-07-06 11:53:19,200.62,aud,Subscription update
ch_0003514,Paid,2023-07-06 15:51:36,205.99,aud,Subscription update
ch_0003515,Paid,2023-07-06 17:59:02,196.98,aud,Subscription update
ch_0003516,Paid,2023-07-07 06:09:28,346.96,aud,Subscription update
ch_0003517,Paid,2023-07-07 06:27:27,350.32,aud,Subscription update
ch_0003518,Paid,2023-07-07 06:59:14,630.09,aud,Subscription update
ch_0003519,Paid,2023-07-07 07:08:51,199.96,aud,Subscription update
ch_0003520,Paid,2023-07-07 08:30:49,196.99,aud,Subscription update
ch_0003521,Paid,2023-07-07 17:20:19,610.72,aud,Subscription update
ch_0003522,Paid,2023-07-08 07:26:57,348.97,aud,Subscription update
ch_0003523,Paid,2023-07-08 10:08:38,200.44,aud,Subscription creation
ch_0003524,Paid,2023-07-08 12:08:48,335.82,aud,IV League - Booking
ch_0003525,Paid,2023-07-08 19:08:17,357.74,aud,Subscription update
ch_0003526,Paid,2023-07-09 08:02:00,196.02,aud,Subscription update
ch_0003527,Paid,2023-07-09 09:12:28,354.13,aud,Subscription update
ch_0003528,Paid,2023-07-09 13:43:58,615.31,aud,Subscription update
ch_0003529,Paid,2023-07-09 14:34:03,193.67,aud,Subscription update
ch_0003530,Paid,2023-07-10 06:55:20,354.14,aud,Subscription update
ch_0003531,Paid,2023-07-10 08:48:00,348.22,aud,Subscription update
ch_0003532,Paid,2023-07-10 10:22:03,589.83,aud,Subscription update
ch_0003533,Paid,2023-07-10 11:32:55,350.57,aud,Subscription update
ch_0003534,Paid,2023-07-10 11:55:47,201.12,aud,Subscription update
ch_0003535,Paid,2023-07-10 14:44:48,346.79,aud,Subscription update
ch_0003536,Paid,2023-07-10 14:49:24,608.91,aud,Subscription update
ch_0003537,Paid,2023-07-10 16:03:05,207.91,aud,Subscription update
ch_0003538,Paid,2023-07-10 16:34:14,617.74,aud,Subscription update
ch_0003539,Paid,2023-07-10 18:06:45,193.23,aud,Subscription update
ch_0003540,Paid,2023-07-10 19:29:27,197.4,aud,Subscription update
ch_0003541,Paid,2023-07-11 06:50:40,201.81,aud,Subscription update
ch_0003542,Paid,2023-07-11 09:21:23,607.75,aud,Subscription update
ch_0003543,Paid,2023-07-11 10:47:16,202.71,aud,Subscription update
ch_0003544,Paid,2023-07-11 11:50:50,602.86,aud,Subscription update
ch_0003545,Paid,2023-07-11 11:53:08,606.84,aud,Subscription update
ch_0003546,Paid,2023-07-11 14:34:40,605.59,aud,Subscription update
ch_0003547,Paid,2023-07-11 14:50:36,201.57,aud,Subscription update
ch_0003548,Paid,2023-07-11 17:38:18,352.67,aud,Subscription update
ch_0003549,Paid,2023-07-11 19:29:11,198.28,aud,Subscription update
ch_0003550,Paid,2023-07-11 20:48:09,197.01,aud,Subscription update
ch_0003551,Paid,2023-07-12 06:25:24,343.96,aud,Subscription update
ch_0003552,Paid,2023-07-12 08:15:08,202.18,aud,Subscription update
ch_0003553,Paid,2023-07-12 09:11:10,202.55,aud,Subscription update
ch_0003554,Paid,2023-07-12 18:17:20,242.97,aud,IV League - Booking
ch_0003555,Paid,2023-07-13 08:05:31,199.41,aud,Subscription update
ch_0003556,Paid,2023-07-13 11:37:26,209.66,aud,Subscription update
ch_0003557,Paid,2023-07-13 18:39:45,200.19,aud,Subscription update
ch_0003558,Paid,2023-07-13 20:36:50,354.67,aud,Subscription update
ch_0003559,Paid,2023-07-14 07:31:33,632.51,aud,Subscription creation
ch_0003560,Paid,2023-07-14 07:47:54,200.59,aud,Subscription update
ch_0003561,Paid,2023-07-14 07:58:16,207.83,aud,Subscription creation
ch_0003562,Paid,2023-07-14 16:06:31,200.04,aud,Subscription update
ch_0003563,Paid,2023-07-14 18:53:37,197.48,aud,Subscription update
ch_0003564,Paid,2023-07-14 20:22:06,346.74,aud,Subscription update
ch_0003565,Paid,2023-07-15 11:49:17,200.8,aud,Subscription update
ch_0003566,Paid,2023-07-16 07:21:29,197.41,aud,Subscription creation
ch_0003567,Paid,2023-07-16 07:26:03,202.89,aud,Subscription update
ch_0003568,Paid,2023-07-16 08:03:30,192.92,aud,Subscription update
ch_0003569,Paid,2023-07-16 08:09:45,207.06,aud,Subscription update
ch_0003570,Paid,2023-07-16 09:34:11,198.54,aud,Subscription update
ch_0003571,Paid,2023-07-16 13:18:27,200.86,aud,Subscription update
ch_0003572,Paid,2023-07-16 15:54:01,352.3,aud,Subscription update
ch_0003573,Paid,2023-07-17 06:01:04,200.02,aud,Subscription update
ch_0003574,Paid,2023-07-17 18:30:31,194.97,aud,Subscription update
ch_0003575,Paid,2023-07-17 19:18:24,198.97,aud,Subscription update
ch_0003576,Paid,2023-07-18 08:00:59,363.46,aud,Subscription update
ch_0003577,Paid,2023-07-18 08:04:27,589.07,aud,Subscription update
ch_0003578,Paid,2023-07-18 08:35:09,351.15,aud,Subscription update
ch_0003579,Paid,2023-07-18 15:15:15,2474.0,aud,Package initiation
ch_0003580,Paid,2023-07-19 07:10:01,195.73,aud,Subscription update
ch_0003581,Paid,2023-07-19 07:51:49,250.0,usd,Initial consultation
ch_0003582,Paid,2023-07-19 11:06:27,346.67,aud,Subscription update
ch_0003583,Paid,2023-07-19 14:18:55,355.95,aud,Subscription update
ch_0003584,Paid,2023-07-19 15:35:24,199.14,aud,Subscription update
ch_0003585,Paid,2023-07-19 16:31:58,203.75,aud,Subscription update
ch_0003586,Paid,2023-07-19 18:02:33,584.41,aud,Subscription creation
ch_0003587,Paid,2023-07-20 10:22:37,206.19,aud,Subscription update
ch_0003588,Paid,2023-07-20 12:18:20,200.91,aud,Subscription update
ch_0003589,Paid,2023-07-20 14:09:27,201.72,aud,Subscription update
ch_0003590,Paid,2023-07-20 15:45:50,200.95,aud,Subscription update
ch_0003591,Paid,2023-07-20 16:19:54,597.57,aud,Subscription update
ch_0003592,Paid,2023-07-20 20:32:14,199.4,aud,Subscription update
ch_0003593,Paid,2023-07-21 07:34:19,196.47,aud,Subscription creation
ch_0003594,Paid,2023-07-21 07:37:42,201.8,aud,Subscription update
ch_0003595,Paid,2023-07-21 09:57:33,344.64,aud,Subscription update
ch_0003596,Paid,2023-07-21 12:39:41,197.48,aud,Subscription update
ch_0003597,Paid,2023-07-21 12:43:28,193.49,aud,Subscription creation
ch_0003598,Paid,2023-07-21 17:36:38,355.39,aud,Subscription update
ch_0003599,Paid,2023-07-22 08:54:34,201.84,aud,Subscription update
ch_0003600,Paid,2023-07-22 12:06:32,201.07,aud,Subscription update
ch_0003601,Paid,2023-07-22 17:10:04,596.18,aud,Subscription update
ch_0003602,Paid,2023-07-22 18:07:21,193.37,aud,Subscription update
ch_0003603,Paid,2023-07-22 20:38:28,194.78,aud,Subscription update
ch_0003604,Paid,2023-07-23 06:31:59,356.51,aud,Subscription update
ch_0003605,Paid,2023-07-23 08:35:24,342.39,aud,Subscription update
ch_0003606,Paid,2023-07-23 08:39:02,599.65,aud,Subscription update
ch_0003607,Paid,2023-07-23 08:49:16,198.03,aud,Subscription update
ch_0003608,Paid,2023-07-23 11:53:35,196.6,aud,Subscription update
ch_0003609,Paid,2023-07-23 13:45:11,366.14,aud,Subscription update
ch_0003610,Paid,2023-07-23 16:36:17,353.29,aud,Subscription update
ch_0003611,Paid,2023-07-23 18:14:14,353.12,aud,Subscription update
ch_0003612,Paid,2023-07-23 19:13:08,353.76,aud,Subscription creation
ch_0003613,Paid,2023-07-23 20:51:02,195.69,aud,Subscription update
ch_0003614,Paid,2023-07-24 06:32:00,192.61,aud,Subscription update
ch_0003615,Paid,2023-07-24 06:53:14,201.83,aud,Subscription update
ch_0003616,Paid,2023-07-24 09:28:10,190.21,aud,Subscription update
ch_0003617,Paid,2023-07-24 13:23:41,356.0,aud,Subscription update
ch_0003618,Paid,2023-07-24 18:55:52,354.34,aud,Subscription update
ch_0003619,Paid,2023-07-25 08:00:46,197.06,aud,Subscription update
ch_0003620,Paid,2023-07-25 11:57:23,250.47,aud,IV League - Booking
ch_0003621,Paid,2023-07-25 17:10:04,347.55,aud,Subscription creation
ch_0003622,Paid,2023-07-25 17:26:48,349.22,aud,Subscription update
ch_0003623,Paid,2023-07-26 07:20:42,345.2,aud,Subscription creation
ch_0003624,Paid,2023-07-26 09:41:39,196.93,aud,Subscription update
